	Id	v2a1	hacdor	rooms	hacapo	v14a	refrig	v18q	v18q1	r4h1	r4h2	r4h3	r4m1	r4m2	r4m3	r4t1	r4t2	r4t3	tamhog	tamviv	escolari	rez_esc	hhsize	cielorazo	dis	estadocivil1	estadocivil2	estadocivil3	estadocivil4	estadocivil5	estadocivil6	estadocivil7	parentesco1	parentesco2	parentesco3	parentesco4	parentesco5	parentesco6	parentesco7	parentesco8	parentesco9	parentesco10	parentesco11	parentesco12	idhogar	hogar_nin	hogar_adul	hogar_mayor	hogar_total	dependency	edjefe	edjefa	meaneduc	instlevel1	instlevel2	instlevel3	instlevel4	instlevel5	instlevel6	instlevel7	instlevel8	instlevel9	bedrooms	overcrowding	computer	television	mobilephone	qmobilephone	age	Target	MaterialPared	MaterialPiso	MaterialTecho	AbastecimientoAgua	AbastecimientoElectricidad	TipoSanitario	EnergiaCocina	EliminacionBasura	EstadoPared	EstadoTecho	EstadoPiso	Genero	TipoVivienda	Region	Zona
741	ID_3056ebf6f	160000.0	0	5	0	1	1	0		1	1	2	1	1	2	2	2	4	4	4	3	0.0	4	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0fb516a6a	2	2	0	4	yes	no	11	11.0	0	1	0	0	0	0	0	0	0	3	1.3333334	0	1	1	4	10	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario2	energcocinar2	elimbasu1	epared3	etecho3	eviv3	female	tipovivi3	Central	Urbana
742	ID_759fc51f0	250000.0	0	4	0	1	1	0		0	1	1	1	1	2	1	2	3	3	3	11		3	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4ea154bc1	1	2	0	3	.5	6	no	8.5	0	0	0	0	1	0	0	0	0	2	1.5	0	1	1	2	30	3	paredblolad	pisomoscer	techoentrepiso	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared3	etecho3	eviv3	female	tipovivi2	Central	Urbana
743	ID_619109093	250000.0	0	4	0	1	1	0		0	1	1	1	1	2	1	2	3	3	3	6		3	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4ea154bc1	1	2	0	3	.5	6	no	8.5	0	0	1	0	0	0	0	0	0	2	1.5	0	1	1	2	42	3	paredblolad	pisomoscer	techoentrepiso	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared3	etecho3	eviv3	male	tipovivi2	Central	Urbana
744	ID_4a918e35b	250000.0	0	4	0	1	1	0		0	1	1	1	1	2	1	2	3	3	3	0		3	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4ea154bc1	1	2	0	3	.5	6	no	8.5	1	0	0	0	0	0	0	0	0	2	1.5	0	1	1	2	5	3	paredblolad	pisomoscer	techoentrepiso	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared3	etecho3	eviv3	female	tipovivi2	Central	Urbana
745	ID_35f81c3bb	200000.0	0	5	0	1	1	1	2.0	1	2	3	2	2	4	3	4	7	7	7	12		7	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2e8b3463c	3	4	0	7	.75	8	no	10.0	0	0	0	0	0	0	1	0	0	3	2.3333333	0	0	1	3	28	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared2	etecho2	eviv3	female	tipovivi2	Central	Urbana
746	ID_aa13011c7	200000.0	0	5	0	1	1	1	2.0	1	2	3	2	2	4	3	4	7	7	7	9		7	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2e8b3463c	3	4	0	7	.75	8	no	10.0	0	0	0	1	0	0	0	0	0	3	2.3333333	0	0	1	3	44	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared2	etecho2	eviv3	female	tipovivi2	Central	Urbana
747	ID_f75a5c276	200000.0	0	5	0	1	1	1	2.0	1	2	3	2	2	4	3	4	7	7	7	11		7	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2e8b3463c	3	4	0	7	.75	8	no	10.0	0	0	0	0	1	0	0	0	0	3	2.3333333	0	0	1	3	35	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared2	etecho2	eviv3	male	tipovivi2	Central	Urbana
748	ID_baf3edf48	200000.0	0	5	0	1	1	1	2.0	1	2	3	2	2	4	3	4	7	7	7	0		7	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2e8b3463c	3	4	0	7	.75	8	no	10.0	1	0	0	0	0	0	0	0	0	3	2.3333333	0	0	1	3	3	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared2	etecho2	eviv3	female	tipovivi2	Central	Urbana
749	ID_a1d0a66e0	200000.0	0	5	0	1	1	1	2.0	1	2	3	2	2	4	3	4	7	7	7	8		7	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2e8b3463c	3	4	0	7	.75	8	no	10.0	0	0	0	1	0	0	0	0	0	3	2.3333333	0	0	1	3	56	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared2	etecho2	eviv3	male	tipovivi2	Central	Urbana
750	ID_92b818c65	200000.0	0	5	0	1	1	1	2.0	1	2	3	2	2	4	3	4	7	7	7	4	0.0	7	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2e8b3463c	3	4	0	7	.75	8	no	10.0	0	1	0	0	0	0	0	0	0	3	2.3333333	0	0	1	3	10	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared2	etecho2	eviv3	female	tipovivi2	Central	Urbana
751	ID_162135121	200000.0	0	5	0	1	1	1	2.0	1	2	3	2	2	4	3	4	7	7	7	4	0.0	7	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2e8b3463c	3	4	0	7	.75	8	no	10.0	0	1	0	0	0	0	0	0	0	3	2.3333333	0	0	1	3	10	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared2	etecho2	eviv3	male	tipovivi2	Central	Urbana
752	ID_724319e27		0	6	0	1	1	0		0	2	2	0	0	0	0	2	2	2	2	10		2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	3bc82710c	0	2	0	2	no	10	no	9.5	0	0	0	1	0	0	0	0	0	2	1.0	0	0	1	2	29	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared2	etecho2	eviv2	male	tipovivi1	Central	Urbana
753	ID_4163b7eb1		0	6	0	1	1	0		0	2	2	0	0	0	0	2	2	2	2	9		2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	3bc82710c	0	2	0	2	no	10	no	9.5	0	0	0	1	0	0	0	0	0	2	1.0	0	0	1	2	31	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared2	etecho2	eviv2	male	tipovivi1	Central	Urbana
754	ID_0d4c6216c		0	8	0	1	1	1	1.0	1	0	1	0	3	3	1	3	4	4	4	11		4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	371cc5e17	1	3	0	4	.33333334	no	11	12.666667	0	0	0	0	1	0	0	0	0	5	0.80000001	0	0	1	4	35	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar3	elimbasu1	epared3	etecho3	eviv3	female	tipovivi1	Central	Urbana
755	ID_9a52fe8b7		0	8	0	1	1	1	1.0	1	0	1	0	3	3	1	3	4	4	4	11		4	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	371cc5e17	1	3	0	4	.33333334	no	11	12.666667	0	0	0	0	1	0	0	0	0	5	0.80000001	0	0	1	4	46	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar3	elimbasu1	epared3	etecho3	eviv3	female	tipovivi1	Central	Urbana
756	ID_8e1bd3d77		0	8	0	1	1	1	1.0	1	0	1	0	3	3	1	3	4	4	4	2	0.0	4	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	371cc5e17	1	3	0	4	.33333334	no	11	12.666667	0	1	0	0	0	0	0	0	0	5	0.80000001	0	0	1	4	8	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar3	elimbasu1	epared3	etecho3	eviv3	male	tipovivi1	Central	Urbana
757	ID_c7cb67b2a		0	8	0	1	1	1	1.0	1	0	1	0	3	3	1	3	4	4	4	16		4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	371cc5e17	1	3	0	4	.33333334	no	11	12.666667	0	0	0	0	0	0	0	1	0	5	0.80000001	0	0	1	4	24	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar3	elimbasu1	epared3	etecho3	eviv3	female	tipovivi1	Central	Urbana
758	ID_0554113d2		0	6	0	1	0	1	2.0	2	1	3	0	1	1	2	2	4	4	4	11		4	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6af8c1c50	2	2	0	4	yes	6	no	8.5	0	0	0	0	1	0	0	0	0	4	1.0	0	1	1	2	45	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared3	etecho3	eviv3	female	tipovivi1	Central	Urbana
759	ID_aaab0ffe4		0	6	0	1	0	1	2.0	2	1	3	0	1	1	2	2	4	4	4	2	0.0	4	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6af8c1c50	2	2	0	4	yes	6	no	8.5	0	1	0	0	0	0	0	0	0	4	1.0	0	1	1	2	9	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared3	etecho3	eviv3	male	tipovivi1	Central	Urbana
760	ID_ee796e226		0	6	0	1	0	1	2.0	2	1	3	0	1	1	2	2	4	4	4	1	0.0	4	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6af8c1c50	2	2	0	4	yes	6	no	8.5	0	1	0	0	0	0	0	0	0	4	1.0	0	1	1	2	7	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared3	etecho3	eviv3	male	tipovivi1	Central	Urbana
761	ID_80b7d5d71		0	6	0	1	0	1	2.0	2	1	3	0	1	1	2	2	4	4	4	6		4	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6af8c1c50	2	2	0	4	yes	6	no	8.5	0	0	1	0	0	0	0	0	0	4	1.0	0	1	1	2	46	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared3	etecho3	eviv3	male	tipovivi1	Central	Urbana
762	ID_e4d11b71e	100000.0	0	4	0	1	1	0		0	2	2	0	0	0	0	2	2	2	2	11		2	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	b1951fcb7	0	2	0	2	no	16	no	13.5	0	0	0	0	1	0	0	0	0	2	1.0	0	0	1	3	22	4	paredblolad	pisomadera	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared3	etecho1	eviv1	male	tipovivi3	Central	Urbana
763	ID_b0ae92849	100000.0	0	4	0	1	1	0		0	2	2	0	0	0	0	2	2	2	2	16		2	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	b1951fcb7	0	2	0	2	no	16	no	13.5	0	0	0	0	0	0	0	1	0	2	1.0	0	0	1	3	51	4	paredblolad	pisomadera	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared3	etecho1	eviv1	male	tipovivi3	Central	Urbana
764	ID_0c31ddd3a	145000.0	0	3	0	1	1	0		0	0	0	0	1	1	0	1	1	1	1	17		1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	faa3a287f	0	1	0	1	no	no	17	17.0	0	0	0	0	0	0	0	0	1	1	1.0	0	0	1	1	42	4	paredpreb	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar3	elimbasu1	epared2	etecho2	eviv2	female	tipovivi3	Central	Urbana
765	ID_af47ee124		0	11	0	1	1	1	2.0	0	2	2	0	1	1	0	3	3	3	3	14		3	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	04b02301b	0	3	1	3	.5	no	6	11.0	0	0	0	0	0	0	0	1	0	4	0.75	1	0	1	2	25	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar3	elimbasu1	epared3	etecho3	eviv3	male	tipovivi1	Central	Urbana
766	ID_1cab996cb		0	11	0	1	1	1	2.0	0	2	2	0	1	1	0	3	3	3	3	13		3	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	04b02301b	0	3	1	3	.5	no	6	11.0	0	0	0	0	0	0	0	1	0	4	0.75	1	0	1	2	39	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar3	elimbasu1	epared3	etecho3	eviv3	male	tipovivi1	Central	Urbana
767	ID_4e0033a22		0	11	0	1	1	1	2.0	0	2	2	0	1	1	0	3	3	3	3	6		3	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	04b02301b	0	3	1	3	.5	no	6	11.0	0	0	1	0	0	0	0	0	0	4	0.75	1	0	1	2	69	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar3	elimbasu1	epared3	etecho3	eviv3	female	tipovivi1	Central	Urbana
768	ID_1d02c6043	120000.0	0	4	0	1	1	0		0	2	2	0	1	1	0	3	3	3	3	0		3	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	49215c8ae	1	2	0	3	.5	no	no	4.0	1	0	0	0	0	0	0	0	0	2	1.5	0	0	1	2	49	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar3	elimbasu1	epared3	etecho2	eviv3	female	tipovivi3	Central	Urbana
769	ID_06ff779ec	120000.0	0	4	0	1	1	0		0	2	2	0	1	1	0	3	3	3	3	6	4.0	3	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	49215c8ae	1	2	0	3	.5	no	no	4.0	0	0	1	0	0	0	0	0	0	2	1.5	0	0	1	2	17	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar3	elimbasu1	epared3	etecho2	eviv3	male	tipovivi3	Central	Urbana
770	ID_7f8dad65d	120000.0	0	4	0	1	1	0		0	2	2	0	1	1	0	3	3	3	3	8		3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	49215c8ae	1	2	0	3	.5	no	no	4.0	0	0	0	1	0	0	0	0	0	2	1.5	0	0	1	2	58	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar3	elimbasu1	epared3	etecho2	eviv3	male	tipovivi3	Central	Urbana
771	ID_16a5fef58	120000.0	0	5	0	1	1	0		0	2	2	0	2	2	0	4	4	4	4	11		4	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5df0035ba	1	3	0	4	.33333334	no	7	11.333333	0	0	0	0	1	0	0	0	0	3	1.3333334	0	1	1	5	60	4	paredpreb	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared3	etecho3	eviv3	male	tipovivi3	Central	Urbana
772	ID_745780aa5	120000.0	0	5	0	1	1	0		0	2	2	0	2	2	0	4	4	4	4	7		4	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	5df0035ba	1	3	0	4	.33333334	no	7	11.333333	0	0	0	1	0	0	0	0	0	3	1.3333334	0	1	1	5	18	4	paredpreb	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared3	etecho3	eviv3	male	tipovivi3	Central	Urbana
773	ID_9a8539fd3	120000.0	0	5	0	1	1	0		0	2	2	0	2	2	0	4	4	4	4	9		4	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5df0035ba	1	3	0	4	.33333334	no	7	11.333333	0	0	0	1	0	0	0	0	0	3	1.3333334	0	1	1	5	58	4	paredpreb	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared3	etecho3	eviv3	female	tipovivi3	Central	Urbana
774	ID_0bf09b1be	120000.0	0	5	0	1	1	0		0	2	2	0	2	2	0	4	4	4	4	7		4	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5df0035ba	1	3	0	4	.33333334	no	7	11.333333	0	0	0	1	0	0	0	0	0	3	1.3333334	0	1	1	5	34	4	paredpreb	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared3	etecho3	eviv3	female	tipovivi3	Central	Urbana
775	ID_00958797d		0	8	0	1	1	0		0	1	1	0	2	2	0	3	3	3	3	6		3	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1480909ff	0	3	0	3	no	6	no	7.666666499999999	0	0	1	0	0	0	0	0	0	2	1.5	0	0	1	3	47	4	paredblolad	pisomoscer	techocane	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared3	etecho3	eviv3	male	tipovivi1	Central	Urbana
776	ID_922ca4a48		0	8	0	1	1	0		0	1	1	0	2	2	0	3	3	3	3	11		3	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1480909ff	0	3	0	3	no	6	no	7.666666499999999	0	0	0	0	1	0	0	0	0	2	1.5	0	0	1	3	26	4	paredblolad	pisomoscer	techocane	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared3	etecho3	eviv3	female	tipovivi1	Central	Urbana
777	ID_857b34614		0	8	0	1	1	0		0	1	1	0	2	2	0	3	3	3	3	6		3	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1480909ff	0	3	0	3	no	6	no	7.666666499999999	0	0	1	0	0	0	0	0	0	2	1.5	0	0	1	3	48	4	paredblolad	pisomoscer	techocane	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared3	etecho3	eviv3	female	tipovivi1	Central	Urbana
778	ID_e6e137af6		0	5	0	1	1	0		0	0	0	0	2	2	0	2	2	2	2	3		2	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3d89b64ce	0	2	1	2	yes	no	3	5.5	0	1	0	0	0	0	0	0	0	2	1.0	0	0	1	1	82	2	paredpreb	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared3	etecho3	eviv3	female	tipovivi1	Central	Urbana
779	ID_dd810d8ab		0	5	0	1	1	0		0	0	0	0	2	2	0	2	2	2	2	8		2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	3d89b64ce	0	2	1	2	yes	no	3	5.5	0	0	0	1	0	0	0	0	0	2	1.0	0	0	1	1	52	2	paredpreb	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared3	etecho3	eviv3	female	tipovivi1	Central	Urbana
780	ID_af7b0dbc2	96000.0	0	6	0	1	1	1	1.0	0	1	1	0	3	3	0	4	4	4	4	7	0.0	4	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	71f92b58d	1	3	0	4	.33333334	no	8	10.0	0	0	0	1	0	0	0	0	0	4	1.0	0	1	1	4	14	4	paredmad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar3	elimbasu1	epared1	etecho3	eviv2	male	tipovivi2	Central	Urbana
781	ID_de084bfd3	96000.0	0	6	0	1	1	1	1.0	0	1	1	0	3	3	0	4	4	4	4	11		4	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	71f92b58d	1	3	0	4	.33333334	no	8	10.0	0	0	0	0	1	0	0	0	0	4	1.0	0	1	1	4	23	4	paredmad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar3	elimbasu1	epared1	etecho3	eviv2	female	tipovivi2	Central	Urbana
782	ID_5837f746c	96000.0	0	6	0	1	1	1	1.0	0	1	1	0	3	3	0	4	4	4	4	11		4	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	71f92b58d	1	3	0	4	.33333334	no	8	10.0	0	0	0	0	1	0	0	0	0	4	1.0	0	1	1	4	21	4	paredmad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar3	elimbasu1	epared1	etecho3	eviv2	female	tipovivi2	Central	Urbana
783	ID_82d57aa8e	96000.0	0	6	0	1	1	1	1.0	0	1	1	0	3	3	0	4	4	4	4	8		4	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	71f92b58d	1	3	0	4	.33333334	no	8	10.0	0	0	0	1	0	0	0	0	0	4	1.0	0	1	1	4	46	4	paredmad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar3	elimbasu1	epared1	etecho3	eviv2	female	tipovivi2	Central	Urbana
784	ID_9c6ba726c	100000.0	0	6	0	1	1	0		0	3	3	0	3	3	0	6	6	6	6	6	0.0	6	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	f85fc9f64	2	4	0	6	.5	6	no	12.5	0	0	1	0	0	0	0	0	0	4	1.5	0	0	1	6	13	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared3	etecho3	eviv3	female	tipovivi2	Central	Urbana
785	ID_fcec2705a	100000.0	0	6	0	1	1	0		0	3	3	0	3	3	0	6	6	6	6	10		6	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	f85fc9f64	2	4	0	6	.5	6	no	12.5	0	0	0	1	0	0	0	0	0	4	1.5	0	0	1	6	19	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared3	etecho3	eviv3	female	tipovivi2	Central	Urbana
786	ID_08b1b4d9c	100000.0	0	6	0	1	1	0		0	3	3	0	3	3	0	6	6	6	6	6		6	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	f85fc9f64	2	4	0	6	.5	6	no	12.5	0	0	1	0	0	0	0	0	0	4	1.5	0	0	1	6	49	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared3	etecho3	eviv3	female	tipovivi2	Central	Urbana
787	ID_a1034536b	100000.0	0	6	0	1	1	0		0	3	3	0	3	3	0	6	6	6	6	15		6	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	f85fc9f64	2	4	0	6	.5	6	no	12.5	0	0	0	0	0	0	0	1	0	4	1.5	0	0	1	6	23	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared3	etecho3	eviv3	male	tipovivi2	Central	Urbana
788	ID_03b70dc03	100000.0	0	6	0	1	1	0		0	3	3	0	3	3	0	6	6	6	6	13		6	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	f85fc9f64	2	4	0	6	.5	6	no	12.5	0	0	0	0	0	0	0	1	0	4	1.5	0	0	1	6	25	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared3	etecho3	eviv3	male	tipovivi2	Central	Urbana
789	ID_10753a185	100000.0	0	6	0	1	1	0		0	3	3	0	3	3	0	6	6	6	6	6		6	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	f85fc9f64	2	4	0	6	.5	6	no	12.5	0	0	1	0	0	0	0	0	0	4	1.5	0	0	1	6	44	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared3	etecho3	eviv3	male	tipovivi2	Central	Urbana
790	ID_6b6f7e484	100000.0	0	4	0	1	1	1	4.0	0	2	2	0	2	2	0	4	4	4	4	15		4	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	6163ea6ed	0	4	0	4	no	9	no	11.5	0	0	0	0	0	0	0	1	0	3	1.3333334	1	1	1	4	40	4	paredmad	pisomadera	techozinc	abastaguafuera	public	sanitario3	energcocinar2	elimbasu1	epared3	etecho3	eviv3	female	tipovivi3	Central	Urbana
791	ID_813ee986d	100000.0	0	4	0	1	1	1	4.0	0	2	2	0	2	2	0	4	4	4	4	9		4	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6163ea6ed	0	4	0	4	no	9	no	11.5	0	0	0	1	0	0	0	0	0	3	1.3333334	1	1	1	4	64	4	paredmad	pisomadera	techozinc	abastaguafuera	public	sanitario3	energcocinar2	elimbasu1	epared3	etecho3	eviv3	male	tipovivi3	Central	Urbana
792	ID_4fe778ee3	100000.0	0	4	0	1	1	1	4.0	0	2	2	0	2	2	0	4	4	4	4	16		4	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	6163ea6ed	0	4	0	4	no	9	no	11.5	0	0	0	0	0	0	0	1	0	3	1.3333334	1	1	1	4	41	4	paredmad	pisomadera	techozinc	abastaguafuera	public	sanitario3	energcocinar2	elimbasu1	epared3	etecho3	eviv3	male	tipovivi3	Central	Urbana
793	ID_b00165b12	100000.0	0	4	0	1	1	1	4.0	0	2	2	0	2	2	0	4	4	4	4	6		4	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6163ea6ed	0	4	0	4	no	9	no	11.5	0	0	1	0	0	0	0	0	0	3	1.3333334	1	1	1	4	63	4	paredmad	pisomadera	techozinc	abastaguafuera	public	sanitario3	energcocinar2	elimbasu1	epared3	etecho3	eviv3	female	tipovivi3	Central	Urbana
794	ID_ec822267a	120000.0	0	4	0	1	1	0		1	1	2	0	1	1	1	2	3	3	3	2	0.0	3	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7b2cce7ab	1	2	0	3	.5	6	no	6.0	0	1	0	0	0	0	0	0	0	2	1.5	0	1	1	2	9	4	paredblolad	pisocemento	techozinc	abastaguadentro	public	sanitario2	energcocinar3	elimbasu1	epared1	etecho1	eviv1	male	tipovivi3	Central	Urbana
795	ID_08749c074	120000.0	0	4	0	1	1	0		1	1	2	0	1	1	1	2	3	3	3	6		3	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7b2cce7ab	1	2	0	3	.5	6	no	6.0	0	0	1	0	0	0	0	0	0	2	1.5	0	1	1	2	24	4	paredblolad	pisocemento	techozinc	abastaguadentro	public	sanitario2	energcocinar3	elimbasu1	epared1	etecho1	eviv1	female	tipovivi3	Central	Urbana
796	ID_00629ddb2	120000.0	0	4	0	1	1	0		1	1	2	0	1	1	1	2	3	3	3	6		3	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7b2cce7ab	1	2	0	3	.5	6	no	6.0	0	0	1	0	0	0	0	0	0	2	1.5	0	1	1	2	40	4	paredblolad	pisocemento	techozinc	abastaguadentro	public	sanitario2	energcocinar3	elimbasu1	epared1	etecho1	eviv1	male	tipovivi3	Central	Urbana
